Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luke Kennard,SG,26,MEM,3,0,22.3,2.3,5.0,.467,2.3,3.7,.636,0.0,1.3,.000,.700,1.3,1.3,1.000,0.3,1.3,1.7,1.7,0.0,0.0,0.0,2.0,8.3
Walker Kessler,C,21,UTA,59,25,21.6,3.6,5.0,.712,0.0,0.0,1.000,3.5,5.0,.711,.714,1.1,2.0,.534,2.9,5.0,7.9,0.8,0.4,2.2,0.8,2.2,8.2
Braxton Key,SF,25,DET,3,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3
Corey Kispert,SF,23,WAS,52,32,27.0,3.3,6.8,.476,1.8,4.5,.408,1.4,2.3,.607,.610,1.0,1.1,.864,0.4,2.3,2.7,1.2,0.6,0.1,0.8,1.3,9.3
Maxi Kleber,C,31,DAL,22,0,25.6,2.3,4.7,.490,1.1,3.0,.369,1.2,1.8,.692,.606,0.5,0.6,.786,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2
Nathan Knight,PF,25,MIN,34,0,8.1,1.3,2.2,.573,0.2,0.6,.381,1.0,1.6,.648,.627,1.1,1.6,.679,0.6,0.9,1.5,0.4,0.3,0.2,0.6,1.1,3.8
Kevin Knox,PF-SF,23,TOT,46,1,13.3,1.8,4.0,.464,0.9,2.6,.361,0.9,1.4,.656,.582,0.6,0.8,.800,0.5,2.0,2.4,0.3,0.3,0.3,0.7,1.7,5.2
Kevin Knox,PF,23,DET,42,1,14.1,2.0,4.3,.469,1.0,2.8,.371,1.0,1.5,.651,.589,0.6,0.8,.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6
Kevin Knox,SF,23,POR,4,0,5.0,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.5,0.5,1.000,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.3,1.0
Christian Koloko,C,22,TOR,46,19,14.4,1.3,2.7,.484,0.0,0.2,.111,1.3,2.5,.513,.488,0.8,1.2,.660,1.5,1.7,3.2,0.5,0.3,1.0,0.4,2.4,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Konchar,SG,26,MEM,51,22,22.1,2.2,5.0,.439,1.0,2.8,.366,1.2,2.2,.531,.541,0.5,0.5,.852,0.9,3.8,4.7,1.4,1.0,0.3,0.6,1.5,5.9
Furkan Korkmaz,SG,25,PHI,25,0,10.2,1.3,3.1,.410,0.5,1.4,.343,0.8,1.7,.465,.487,0.8,1.2,.655,0.2,0.9,1.2,0.7,0.2,0.1,0.6,0.4,3.8
Luke Kornet,C,27,BOS,53,0,11.6,1.6,2.3,.697,0.1,0.2,.333,1.5,2.1,.726,.709,0.5,0.6,.853,1.2,1.6,2.8,0.7,0.2,0.8,0.4,1.3,3.8
Vit Krejci,PG,22,ATL,22,0,5.5,0.5,1.3,.379,0.2,0.8,.278,0.3,0.5,.545,.466,0.0,0.1,.500,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.5,1.3
Jonathan Kuminga,PF,20,GSW,49,11,19.7,3.3,6.8,.485,0.7,2.1,.327,2.6,4.7,.557,.536,1.3,1.9,.660,0.9,2.2,3.1,1.9,0.5,0.4,1.5,2.3,8.5
Kyle Kuzma,PF,27,WAS,55,55,35.1,8.0,18.0,.447,2.5,7.7,.331,5.5,10.3,.534,.518,2.6,3.6,.717,0.9,6.5,7.5,3.9,0.5,0.5,3.0,2.4,21.2
Anthony Lamb,SF,25,GSW,46,3,19.7,2.5,5.2,.494,1.3,3.4,.387,1.2,1.8,.695,.620,0.7,0.9,.721,0.9,2.5,3.4,1.7,0.5,0.3,1.0,2.4,7.1
Jock Landale,C,27,PHO,53,3,14.2,2.5,4.8,.508,0.3,1.5,.234,2.1,3.4,.626,.543,1.3,1.7,.775,1.8,2.4,4.1,0.9,0.3,0.5,0.9,1.8,6.5
Romeo Langford,SG,23,SAS,32,19,20.2,3.1,6.4,.490,0.4,1.4,.283,2.7,4.9,.551,.522,0.8,1.2,.649,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4
Jake LaRavia,PF,21,MEM,31,0,12.5,1.1,2.8,.391,0.7,2.0,.333,0.4,0.8,.542,.511,0.2,0.3,.778,0.5,1.4,1.9,0.7,0.4,0.1,0.6,1.5,3.1
Zach LaVine,SG,27,CHI,57,57,35.8,8.4,17.8,.472,2.7,7.3,.374,5.7,10.5,.540,.549,4.6,5.5,.840,0.5,4.3,4.8,4.0,0.9,0.2,2.6,2.3,24.2
A.J. Lawson,SG,22,TOT,13,0,4.8,1.0,2.0,.500,0.5,1.2,.438,0.5,0.8,.600,.635,0.1,0.2,.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.6
A.J. Lawson,SG,22,MIN,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
A.J. Lawson,SG,22,DAL,12,0,5.1,1.0,2.1,.480,0.6,1.3,.438,0.4,0.8,.556,.620,0.1,0.3,.333,0.2,0.6,0.8,0.1,0.1,0.0,0.1,0.6,2.7
Damion Lee,SG,30,PHO,62,5,21.8,2.8,6.5,.438,1.6,3.6,.438,1.2,2.8,.437,.561,1.5,1.6,.909,0.5,2.7,3.2,1.5,0.5,0.1,1.1,1.6,8.7
Saben Lee,PG,23,TOT,20,0,14.7,1.9,4.2,.440,0.4,1.0,.368,1.5,3.3,.462,.482,1.7,2.3,.756,0.5,1.3,1.8,2.7,0.8,0.1,1.2,1.4,5.8
Saben Lee,PG,23,PHI,2,0,5.0,1.5,2.0,.750,0.0,0.5,.000,1.5,1.5,1.000,.750,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,1.5,0.5,3.0
Saben Lee,PG,23,PHO,18,0,15.8,1.9,4.4,.425,0.4,1.0,.389,1.5,3.4,.435,.469,1.9,2.5,.756,0.6,1.4,2.0,2.9,0.8,0.1,1.1,1.4,6.1
Alex Len,C,29,SAC,14,1,3.4,0.4,0.7,.500,0.0,0.1,.000,0.4,0.6,.556,.500,0.2,0.3,.750,0.3,0.8,1.1,0.4,0.0,0.0,0.4,0.7,0.9
Kawhi Leonard,SF,31,LAC,36,34,32.9,8.4,16.4,.510,1.8,4.5,.405,6.6,11.9,.550,.566,4.4,5.1,.869,1.2,5.0,6.1,4.0,1.4,0.6,1.5,1.6,23.0
Meyers Leonard,C,30,MIL,2,0,10.0,1.0,2.5,.400,1.0,2.0,.500,0.0,0.5,.000,.600,1.0,1.0,1.000,1.0,2.0,3.0,0.0,0.5,0.0,0.5,1.5,4.0
Caris LeVert,SG,28,CLE,58,26,30.0,4.2,10.1,.411,1.5,4.2,.360,2.7,5.9,.446,.485,1.8,2.5,.720,0.7,3.2,3.9,4.0,0.8,0.2,1.6,2.2,11.6
Kira Lewis Jr.,PG,21,NOP,15,0,10.6,2.0,4.1,.492,0.7,1.5,.455,1.3,2.6,.513,.574,0.9,1.0,.933,0.3,1.7,1.9,1.0,0.3,0.1,0.5,1.1,5.6
Damian Lillard,PG,32,POR,47,47,36.3,9.7,20.6,.472,4.3,11.4,.381,5.4,9.2,.583,.577,8.5,9.2,.919,0.6,3.7,4.3,7.2,0.8,0.3,3.2,1.9,32.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassir Little,SF,22,POR,39,2,17.3,2.4,5.0,.480,1.2,2.8,.426,1.2,2.3,.545,.597,0.6,0.9,.657,0.5,2.2,2.6,1.0,0.4,0.4,0.5,1.1,6.6
Isaiah Livers,PF,24,DET,40,10,21.0,1.9,4.6,.407,1.3,3.5,.369,0.6,1.0,.537,.549,0.6,0.7,.786,0.5,1.8,2.3,0.6,0.5,0.6,0.6,1.9,5.6
Kenneth Lofton Jr.,PF,20,MEM,9,0,3.9,0.9,2.2,.400,0.0,0.4,.000,0.9,1.8,.500,.400,0.3,0.6,.600,0.1,0.4,0.6,0.6,0.1,0.0,0.2,0.6,2.1
Kevon Looney,C,26,GSW,61,54,23.5,2.9,4.4,.659,0.0,0.0,,2.9,4.4,.659,.659,1.1,1.8,.607,3.1,6.0,9.1,2.5,0.5,0.6,0.5,2.9,6.9
Brook Lopez,C,34,MIL,59,59,30.4,5.6,11.0,.509,1.8,4.9,.372,3.8,6.1,.619,.592,1.7,2.2,.766,2.0,4.7,6.6,1.2,0.5,2.4,1.4,2.5,14.7
Robin Lopez,C,34,CLE,32,1,7.7,1.2,1.8,.655,0.1,0.1,.667,1.1,1.7,.655,.672,0.4,0.5,.750,0.6,0.7,1.3,0.4,0.0,0.1,0.7,1.0,2.8
Kevin Love,PF,34,TOT,44,6,20.2,2.7,7.0,.383,1.7,4.9,.346,1.0,2.1,.468,.503,1.3,1.5,.892,1.0,5.9,7.0,1.9,0.2,0.2,1.1,1.6,8.4
Kevin Love,PF,34,CLE,41,3,20.0,2.7,7.0,.389,1.7,4.8,.354,1.0,2.2,.467,.511,1.4,1.5,.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5
Kevin Love,PF,34,MIA,3,3,23.0,2.3,7.7,.304,1.7,6.3,.263,0.7,1.3,.500,.413,0.7,0.7,1.000,1.0,7.7,8.7,2.7,0.7,0.7,0.3,2.0,7.0
Kyle Lowry,PG,36,MIA,44,44,33.3,3.8,9.7,.396,2.0,6.1,.333,1.8,3.6,.503,.501,2.3,2.7,.855,0.9,3.5,4.3,5.3,1.1,0.4,2.0,2.8,12.0
Trey Lyles,PF,27,SAC,54,0,16.2,2.5,5.3,.476,1.1,3.0,.368,1.4,2.3,.618,.580,1.3,1.6,.812,0.9,2.7,3.6,0.9,0.4,0.4,0.8,1.2,7.4
Théo Maledon,PG,21,CHO,36,1,16.1,1.8,4.4,.414,0.6,1.8,.333,1.2,2.6,.468,.481,1.4,1.6,.875,0.3,2.1,2.4,2.4,0.8,0.2,1.0,1.0,5.6
Sandro Mamukelashvili,C,23,MIL,24,0,9.0,0.8,2.4,.328,0.3,1.3,.219,0.5,1.1,.462,.388,0.5,0.8,.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4
Terance Mann,SG,26,LAC,62,35,23.5,3.5,6.8,.525,1.0,2.5,.392,2.6,4.3,.602,.597,1.1,1.4,.775,1.0,2.8,3.7,2.2,0.5,0.3,0.9,1.9,9.2
Tre Mann,PG,21,OKC,54,4,18.2,3.0,7.8,.389,1.3,4.1,.309,1.8,3.7,.477,.470,0.5,0.7,.700,0.4,1.9,2.3,1.6,0.6,0.2,0.9,1.5,7.9
Boban Marjanović,C,34,HOU,20,0,4.5,1.3,1.9,.676,0.0,0.1,.000,1.3,1.8,.694,.676,0.8,1.1,.762,0.6,1.1,1.6,0.2,0.1,0.1,0.3,0.2,3.3
Lauri Markkanen,SF,25,UTA,56,56,34.4,8.5,16.6,.513,3.0,7.4,.408,5.5,9.2,.599,.605,5.1,5.8,.883,1.8,6.7,8.5,1.8,0.6,0.6,1.9,2.1,25.2
Naji Marshall,SF,25,NOP,57,19,24.6,3.3,7.8,.428,1.0,3.1,.311,2.4,4.7,.506,.490,1.8,2.4,.778,0.7,3.0,3.7,2.5,0.8,0.2,1.2,1.5,9.5
Caleb Martin,PF,27,MIA,52,49,30.1,3.8,8.3,.453,1.3,3.6,.362,2.4,4.7,.525,.533,1.3,1.6,.774,1.3,3.8,5.2,1.6,1.0,0.4,1.1,2.1,10.1
Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,.389,0.4,2.0,.214,1.6,3.1,.500,.431,0.6,1.0,.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0
Kenyon Martin Jr.,SF,22,HOU,60,27,26.6,4.6,8.3,.559,0.9,2.7,.319,3.8,5.6,.674,.611,1.7,2.6,.658,1.5,4.1,5.6,1.6,0.5,0.4,1.2,1.8,11.8
Tyrese Martin,SG,23,ATL,13,0,3.5,0.5,1.2,.375,0.1,0.4,.200,0.4,0.8,.455,.406,0.2,0.2,1.000,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrison Mathews,SG,26,TOT,47,0,12.9,1.3,3.6,.357,1.1,3.3,.346,0.1,0.3,.467,.515,0.9,1.0,.911,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.2,4.6
Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,.353,1.2,3.4,.342,0.2,0.3,.467,.509,0.9,1.0,.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8
Garrison Mathews,SG,26,ATL,2,0,3.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5
Bennedict Mathurin,SF,20,IND,62,6,28.3,5.5,12.7,.430,1.4,4.3,.325,4.1,8.4,.485,.485,4.9,5.9,.828,1.1,3.0,4.1,1.5,0.6,0.1,1.8,2.1,17.3
Wesley Matthews,SG,36,MIL,39,0,15.6,1.0,3.0,.331,0.8,2.4,.326,0.2,0.6,.348,.462,0.4,0.5,.850,0.8,1.5,2.2,0.5,0.4,0.3,0.4,1.4,3.2
Tyrese Maxey,SG,22,PHI,41,22,32.5,7.0,15.5,.452,2.3,5.9,.384,4.8,9.6,.494,.525,3.1,3.9,.811,0.4,2.3,2.8,3.5,0.8,0.1,1.4,2.2,19.5
Miles McBride,PG,22,NYK,49,2,12.2,1.1,3.3,.335,0.6,2.1,.286,0.5,1.2,.424,.427,0.4,0.7,.688,0.2,0.7,0.9,1.1,0.5,0.0,0.4,0.9,3.3
CJ McCollum,SG,31,NOP,55,55,35.0,7.9,18.1,.434,2.8,7.4,.377,5.1,10.7,.474,.511,2.4,3.1,.788,0.8,3.5,4.3,5.9,0.9,0.6,2.6,2.0,21.0
T.J. McConnell,PG,30,IND,59,6,19.5,3.3,6.3,.523,0.3,0.7,.419,3.0,5.6,.536,.547,0.7,0.8,.854,0.6,2.4,2.9,5.0,1.0,0.1,1.8,1.3,7.6
Jaden McDaniels,PF,22,MIN,60,60,30.6,4.5,8.7,.516,1.3,3.3,.385,3.2,5.4,.596,.589,1.2,1.7,.733,1.3,2.6,3.9,2.0,1.0,1.0,1.4,3.5,11.4
Jalen McDaniels,SF,25,TOT,62,21,25.6,3.7,8.3,.448,1.1,3.3,.325,2.6,5.0,.529,.513,1.5,1.8,.829,0.8,3.9,4.7,1.9,1.1,0.5,1.3,2.8,10.0
Jalen McDaniels,SF,25,CHO,56,21,26.7,3.9,8.8,.447,1.2,3.6,.322,2.8,5.2,.534,.513,1.6,1.9,.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6
Jalen McDaniels,SF,25,PHI,6,0,16.0,1.7,3.7,.455,0.3,0.7,.500,1.3,3.0,.444,.500,0.7,1.2,.571,1.3,2.3,3.7,1.0,0.5,0.0,0.2,2.2,4.3
Doug McDermott,SF,31,SAS,53,0,20.5,3.6,7.9,.459,1.8,4.4,.409,1.8,3.5,.525,.574,0.7,1.0,.745,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,9.8
JaVale McGee,C,35,DAL,36,7,8.1,1.8,2.9,.604,0.0,0.1,.250,1.8,2.8,.618,.608,0.5,0.9,.563,0.8,1.8,2.6,0.3,0.1,0.6,0.9,1.2,4.1
Bryce McGowens,SG,20,CHO,27,1,14.3,1.3,3.5,.379,0.4,1.2,.364,0.9,2.3,.387,.442,0.8,1.0,.786,0.3,1.3,1.7,1.0,0.3,0.1,0.6,0.8,3.9
Rodney McGruder,SG,31,DET,22,3,11.3,1.0,2.9,.365,0.8,2.0,.378,0.3,0.8,.333,.500,0.4,0.6,.692,0.5,0.9,1.4,0.7,0.3,0.0,0.3,0.7,3.3
Jordan McLaughlin,PG,26,MIN,26,0,15.2,1.3,3.3,.412,0.4,1.7,.227,1.0,1.6,.610,.471,0.3,0.4,.900,0.5,1.1,1.6,3.1,0.8,0.1,0.8,0.5,3.4
De'Anthony Melton,PG,24,PHI,57,48,28.2,3.7,8.7,.424,2.1,5.3,.398,1.6,3.4,.464,.545,0.8,1.1,.783,0.9,3.1,4.1,2.6,1.6,0.5,1.4,2.5,10.4
Chimezie Metu,C,25,SAC,47,0,11.1,2.1,3.4,.609,0.2,0.7,.258,1.9,2.8,.692,.634,0.7,0.9,.780,0.8,2.4,3.2,0.7,0.3,0.3,0.6,1.4,5.0
Khris Middleton,SF,31,MIL,19,7,21.4,4.8,11.5,.417,1.4,4.7,.289,3.4,6.7,.508,.477,2.4,2.6,.920,0.7,3.4,4.2,4.1,0.6,0.2,2.1,2.2,13.4
Patty Mills,PG,34,BRK,36,1,13.3,2.0,4.9,.412,1.2,3.2,.368,0.9,1.8,.492,.531,0.5,0.6,.905,0.2,0.8,1.0,1.3,0.4,0.1,0.6,0.8,5.8
Shake Milton,SG,26,PHI,56,9,20.7,3.3,6.8,.493,0.7,1.9,.383,2.6,4.9,.537,.547,1.4,1.6,.846,0.5,2.1,2.6,2.9,0.3,0.2,1.3,1.6,8.8
Josh Minott,SF,20,MIN,11,0,6.2,1.3,2.5,.519,0.1,0.4,.250,1.2,2.1,.565,.537,0.5,0.5,1.000,0.5,1.5,2.0,0.3,0.3,0.5,0.0,0.6,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Mitchell,PG,24,SAC,59,5,17.8,2.2,4.9,.447,0.8,2.3,.326,1.4,2.6,.556,.524,0.3,0.4,.800,0.2,1.1,1.3,2.2,0.5,0.2,0.8,1.4,5.5
Donovan Mitchell,SG,26,CLE,53,53,35.4,9.5,19.8,.479,3.7,9.4,.389,5.8,10.4,.561,.571,4.5,5.2,.876,0.9,3.1,4.0,4.8,1.5,0.4,2.7,2.4,27.2
Evan Mobley,PF,21,CLE,62,62,34.1,6.5,11.9,.552,0.3,1.3,.220,6.3,10.5,.594,.565,2.6,3.7,.696,2.3,6.5,8.8,2.7,0.8,1.3,2.0,2.9,16.0
Isaiah Mobley,PF,23,CLE,9,0,2.9,0.4,0.9,.500,0.1,0.2,.500,0.3,0.7,.500,.563,0.0,0.0,,0.1,1.1,1.2,0.0,0.1,0.0,0.0,0.2,1.0
Chima Moneke,SF,27,SAC,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0
Malik Monk,SG,24,SAC,57,0,22.8,4.9,10.8,.455,1.8,5.2,.344,3.1,5.6,.558,.537,2.4,2.7,.901,0.5,2.1,2.6,3.8,0.6,0.2,2.0,1.6,14.0
Moses Moody,SG,20,GSW,47,3,13.9,1.7,3.9,.434,0.8,2.4,.333,0.9,1.4,.603,.538,0.7,0.9,.727,0.4,1.2,1.6,0.9,0.3,0.1,0.6,0.8,4.9
Wendell Moore Jr.,SG,21,MIN,24,2,5.8,0.6,1.5,.405,0.1,0.7,.125,0.5,0.9,.619,.432,0.2,0.2,.800,0.1,0.6,0.7,0.7,0.3,0.2,0.3,0.5,1.5
Ja Morant,PG,23,MEM,50,50,32.6,9.6,20.7,.463,1.6,5.2,.317,7.9,15.5,.512,.502,6.2,8.4,.741,1.1,4.8,5.9,8.1,1.1,0.3,3.5,1.7,27.0
Marcus Morris,PF,33,LAC,55,55,28.7,4.5,10.5,.432,1.9,5.1,.375,2.6,5.4,.485,.522,1.2,1.5,.780,0.4,3.7,4.1,1.8,0.6,0.4,0.9,2.2,12.2
Markieff Morris,PF,33,TOT,28,1,10.5,1.2,3.0,.405,0.8,1.8,.412,0.5,1.2,.394,.530,0.4,0.4,1.000,0.5,1.6,2.1,0.9,0.3,0.2,0.5,1.3,3.5
Markieff Morris,PF,33,BRK,27,1,10.6,1.2,3.0,.402,0.7,1.8,.408,0.5,1.2,.394,.524,0.4,0.4,1.000,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6
Markieff Morris,PF,33,DAL,1,0,9.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0
Monte Morris,PG,27,WAS,51,51,28.1,4.0,8.2,.483,1.4,3.3,.406,2.6,4.9,.536,.565,1.1,1.3,.806,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.4,10.4
Trey Murphy III,SF,22,NOP,59,46,29.1,4.4,9.2,.475,2.1,5.5,.389,2.2,3.7,.603,.591,1.8,2.0,.908,0.8,2.8,3.6,1.3,1.0,0.5,0.8,2.0,12.7
Dejounte Murray,SG,26,ATL,56,56,36.4,8.4,18.1,.467,2.1,5.6,.367,6.4,12.4,.512,.524,2.0,2.4,.837,0.7,4.8,5.5,6.1,1.5,0.3,2.3,1.4,20.9
Jamal Murray,PG,25,DEN,48,48,32.6,7.3,16.1,.451,2.4,6.3,.384,4.8,9.8,.494,.526,3.0,3.6,.827,0.8,3.3,4.1,6.0,1.0,0.2,2.1,1.4,19.9
Keegan Murray,SF,22,SAC,58,56,29.7,4.3,9.7,.447,2.5,6.0,.414,1.8,3.7,.502,.576,0.9,1.1,.800,1.1,3.4,4.6,1.1,0.8,0.6,0.8,1.9,12.0
Mike Muscala,C,31,TOT,47,6,15.1,2.2,5.0,.445,1.4,3.6,.395,0.8,1.5,.565,.585,0.7,0.9,.780,0.5,2.7,3.2,0.9,0.3,0.4,0.3,1.7,6.6
Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,.438,1.3,3.3,.394,0.8,1.4,.541,.576,0.7,0.9,.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2
Mike Muscala,C,31,BOS,4,1,22.0,4.0,8.3,.485,2.5,6.3,.400,1.5,2.0,.750,.636,0.3,0.5,.500,0.3,3.5,3.8,0.5,0.3,0.5,0.5,2.0,10.8
Svi Mykhailiuk,SF,25,TOT,15,0,4.7,0.7,1.7,.440,0.5,1.1,.500,0.2,0.6,.333,.600,0.2,0.4,.500,0.1,0.5,0.6,0.1,0.1,0.0,0.3,0.2,2.2
Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,.500,0.5,0.8,.600,0.0,0.2,.000,.750,0.2,0.4,.600,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6
Svi Mykhailiuk,SF,25,CHO,2,0,15.5,2.5,6.5,.385,1.0,3.0,.333,1.5,3.5,.429,.462,0.0,0.5,.000,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,6.0
